N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
47905|EUROFARMA ARGENTINA S.A.|URZAC|COMPRIMIDO| BLISTER por 30 UNIDADES |$1,481.76|0|0|0|0|0|0|0|07798016920483|ACIDO URSODESOXICOLICO 300 MG |[['ACIDO URSODESOXICOLICO', '300', 'MG']]
58583|EUROFARMA ARGENTINA S.A.|PLACET|COMPRIMIDO RECUBIERTO| BLISTER por 4 UNIDADES |$1,558.77|0|0|0|0|0|0|0|07798016922197|TADALAFILO 20 MG |[['TADALAFILO', '20', 'MG']]
48224|EUROFARMA ARGENTINA S.A.|ACLOSAN|CAPSULA DE LIBERACION CONTROLADA| BLISTER por 30 UNIDADES |$1,593.59|0|0|0|0|0|0|0|07795376000978|TAMSULOSINA CLORHIDRATO 0.4 MG |[['TAMSULOSINA CLORHIDRATO', '0.4', 'MG']]
48224|EUROFARMA ARGENTINA S.A.|ACLOSAN|CAPSULA DE LIBERACION CONTROLADA| BLISTER por 30 UNIDADES |$1,593.59|0|0|0|0|0|0|0|07798016922494|TAMSULOSINA CLORHIDRATO 0.4 MG |[['TAMSULOSINA CLORHIDRATO', '0.4', 'MG']]
53803|EUROFARMA ARGENTINA S.A.|COLOXIMINA 400|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$1,747.13|0|0|0|0|0|0|0|07798016920131|RIFAXIMINA 400 MG |[['RIFAXIMINA', '400', 'MG']]
47355|EUROFARMA ARGENTINA S.A.|NORMALIP |COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$1,921.37|0|0|0|0|0|0|0|07798016920773|ATORVASTATINA 20 MG |[['ATORVASTATINA', '20', 'MG']]
58570|EUROFARMA ARGENTINA S.A.|PIVAST|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$1,923.21|0|0|0|0|0|0|0|07798016922289|PITAVASTATINA 2 MG |[['PITAVASTATINA', '2', 'MG']]
54345|EUROFARMA ARGENTINA S.A.|TRACTOLAX|POLVO PARA SUSPENSIÓN ORAL|14 SOBRE por 17 G / SOBRE |$1,946.24|0|0|0|0|0|0|0|07798016921572|POLIETILENGLICOL 3350 17 G |[['POLIETILENGLICOL 3350', '17', 'G']]
52475|EUROFARMA ARGENTINA S.A.|ESOMAX|CAPSULA CON  MICROGRANULOS GASTRORRESISTENTES| BLISTER por 28 UNIDADES |$1,951.87|0|0|0|0|0|0|0|07798016920995|ESOMEPRAZOL 40 MG |[['ESOMEPRAZOL', '40', 'MG']]
52989|EUROFARMA ARGENTINA S.A.|TRACTO - DUO|COMPRIMIDO RECUBIERTO| BLISTER por 4 UNIDADES + 1 BIDÓN POR 220 G DE POLVO PARA PREPARAR 2 LITROS DE SOLUCIÓN ORAL|$2,142.93|0|0|0|0|0|0|0|07798016921077|BISACODILO 5 MG |[['BISACODILO', '5', 'MG']]
57156|EUROFARMA ARGENTINA S.A.|VASATIV XR|CAPSULA DE LIBERACION PROLONGADA| BLISTER por 30 UNIDADES |$2,299.56|0|0|0|0|0|0|0|07798016922241|CILOSTAZOL 200 MG |[['CILOSTAZOL', '200', 'MG']]
47905|EUROFARMA ARGENTINA S.A.|URZAC FORTE|COMPRIMIDO| BLISTER por 30 UNIDADES |$2,551.70|0|0|0|0|0|0|0|07798016921503|ACIDO URSODESOXICOLICO 500 MG |[['ACIDO URSODESOXICOLICO', '500', 'MG']]
56702|EUROFARMA ARGENTINA S.A.|BUP|COMPRIMIDO DE LIBERACIÓN PROLONGADA| BLISTER por 60 UNIDADES |$2,615.51|0|0|0|0|0|0|0|07798016920254|BUPROPION CLORHIDRATO 150 MG |[['BUPROPION CLORHIDRATO', '150', 'MG']]
47905|EUROFARMA ARGENTINA S.A.|URZAC|COMPRIMIDO| BLISTER por 50 UNIDADES |$2,720.85|0|0|0|0|0|0|0|07798016920667|ACIDO URSODESOXICOLICO 300 MG |[['ACIDO URSODESOXICOLICO', '300', 'MG']]
57837|EUROFARMA ARGENTINA S.A.|DULOXIN|CAPSULA CON GRANULOS CON RECUBRIMIENTO ENTERICO| BLISTER por 30 UNIDADES |$3,304.06|0|0|0|0|0|0|0|07798016922548|DULOXETINA 30 MG |[['DULOXETINA', '30', 'MG']]
57837|EUROFARMA ARGENTINA S.A.|DULOXIN|CAPSULA CON GRANULOS CON RECUBRIMIENTO ENTERICO| BLISTER por 30 UNIDADES |$3,361.60|0|0|0|0|0|0|0|07798016922555|DULOXETINA 60 MG |[['DULOXETINA', '60', 'MG']]
58583|EUROFARMA ARGENTINA S.A.|PLACET|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,391.22|0|0|0|0|0|0|0|07798016922210|TADALAFILO 5 MG |[['TADALAFILO', '5', 'MG']]
54345|EUROFARMA ARGENTINA S.A.|TRACTOLAX|POLVO PARA SUSPENSIÓN ORAL|28 SOBRE por 17 G / SOBRE |$3,576.83|0|0|0|0|0|0|0|07798016921589|POLIETILENGLICOL 3350 17 G |[['POLIETILENGLICOL 3350', '17', 'G']]
59309|EUROFARMA ARGENTINA S.A.|RIBEX|COMPRIMIDO RECUBIERTO| BLISTER por 15 UNIDADES |$4,980.00|0|0|0|0|0|0|0|07798016922449|RIVAROXABAN 10 MG |[['RIVAROXABAN', '10', 'MG']]
59338|EUROFARMA ARGENTINA S.A.|SUGANON|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$5,000.00|0|0|0|0|0|0|0|07798016922432|EVOGLIPTINA 5 MG |[['EVOGLIPTINA', '5', 'MG']]
59309|EUROFARMA ARGENTINA S.A.|RIBEX|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$6,700.00|0|0|0|0|0|0|0|07798016922463|RIVAROXABAN 15 MG |[['RIVAROXABAN', '15', 'MG']]
59309|EUROFARMA ARGENTINA S.A.|RIBEX|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$7,065.00|0|0|0|0|0|0|0|07798016922487|RIVAROXABAN 20 MG |[['RIVAROXABAN', '20', 'MG']]
58846|EUROFARMA ARGENTINA S.A.|DELABAXI|POLVO LIOFILIZADO PARA INYECTABLE| FRASCO AMPOLLA por 10 UNIDADES |$45,701.64|0|0|0|0|0|0|0|07730381004092|DELAFLOXACINO 300 MG |[['DELAFLOXACINO', '300', 'MG']]
58846|EUROFARMA ARGENTINA S.A.|DELABAXI|COMPRIMIDO| BLISTER por 10 UNIDADES |$45,701.64|0|0|0|0|0|0|0|07730381004108|DELAFLOXACINO 450 MG |[['DELAFLOXACINO', '450', 'MG']]
53803|EUROFARMA ARGENTINA S.A.|COLOXIMINA 550 |COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES ||0|0|0|0|0|0|0|07798016922302|RIFAXIMINA 550 MG |[['RIFAXIMINA', '550', 'MG']]
53803|EUROFARMA ARGENTINA S.A.|COLOXIMINA 550 |COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES ||0|0|0|0|0|0|0|07798016922319|RIFAXIMINA 550 MG |[['RIFAXIMINA', '550', 'MG']]
44203|EUROFARMA ARGENTINA S.A.|FERDROMACO PEDIATRICO|SOLUCIÓN PARA GOTAS|1 FRASCO GOTERO por 20 ML ||0|0|0|0|0|0|0|07798016922401|SULFATO FERROSO HEPTAHIDRATADO 12.5 G / 100 ML |[['SULFATO FERROSO HEPTAHIDRATADO', '12.5', 'G / 100 ML']]
56624|EVEREX ARGENTINA S.A.|ENDEXIN|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 25 MG |$31,649.10|0|0|0|0|0|0|0|07793236000113|BENDAMUSTINA CLORHIDRATO 25 MG |[['BENDAMUSTINA CLORHIDRATO', '25', 'MG']]
57136|EVEREX ARGENTINA S.A.|RILUZOLE|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$57,408.31|0|0|0|0|0|0|0|07793236000304|RILUZOL 50 MG |[['RILUZOL', '50', 'MG']]
56624|EVEREX ARGENTINA S.A.|ENDEXIN|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 100 MG |$124,649.87|0|0|0|0|0|0|0|07793236000120|BENDAMUSTINA CLORHIDRATO 100 MG |[['BENDAMUSTINA CLORHIDRATO', '100', 'MG']]
56882|EVEREX ARGENTINA S.A.|ZYLATADINA|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 100 MG |$203,517.38|0|0|0|0|0|0|0|07793236000359|AZACITIDINA 100 MG |[['AZACITIDINA', '100', 'MG']]
58262|EVEREX ARGENTINA S.A.|BORTEZOMIB EVEREX|LIOFILIZADO|1 FRASCO AMPOLLA por 3.5 MG |$240,061.72|0|0|0|0|0|0|0|07793236000687|BORTEZOMIB 3.5 MG |[['BORTEZOMIB', '3.5', 'MG']]
56594|EVEREX ARGENTINA S.A.|ALAPIDIUM|CAPSULA DURA| BLISTER por 100 UNIDADES |$244,059.36|0|0|0|0|0|0|0|07793236000069|PROCARBAZINA 50 MG |[['PROCARBAZINA', '50', 'MG']]
46797|EVEREX ARGENTINA S.A.|ZADAXIN|POLVO LIOFILIZADO PARA INYECTABLE|2 FRASCO AMPOLLA por 1.6 MG de Timosina Alfa I + 2 ampollas con 1ml de agua como diluyente. |$244,373.30|0|0|0|0|0|0|0|07795342003392|TIMOSINA ALFA 1 1.6 MG / FRASCO AMPOLLA |[['TIMOSINA ALFA 1', '1.6', 'MG / FRASCO AMPOLLA']]
56883|EVEREX ARGENTINA S.A.|BOSENTAC|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$318,748.74|0|0|0|0|0|0|0|07793236000694|BOSENTAN 62.5 MG |[['BOSENTAN', '62.5', 'MG']]
56883|EVEREX ARGENTINA S.A.|BOSENTAC|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$322,034.43|0|0|0|0|0|0|0|07793236000700|BOSENTAN 125 MG |[['BOSENTAN', '125', 'MG']]
57819|EVEREX ARGENTINA S.A.|BIRAT|COMPRIMIDO|1 FRASCO por 120 UNIDADES |$418,853.44|0|0|0|0|0|0|0|07793236000663|ABIRATERONA ACETATO 250 MG |[['ABIRATERONA ACETATO', '250', 'MG']]
56594|EVEREX ARGENTINA S.A.|ALAPIDIUM|CAPSULA DURA| BLISTER por 50 UNIDADES |$465,659.74|0|0|0|0|0|0|0|07793236000670|PROCARBAZINA 50 MG |[['PROCARBAZINA', '50', 'MG']]
58838|EVEREX ARGENTINA S.A.|PIRFEX|CAPSULA DURA| BLISTER por 270 UNIDADES |$498,584.28|0|0|0|0|0|0|0|07793236000809|PIRFENIDONA 267 MG |[['PIRFENIDONA', '267', 'MG']]
55358|EVEREX ARGENTINA S.A.|TOBRAMICINA ORIENTAL FARMACEUTICA|SOLUCION PARA INHALAR|56 AMPOLLA por 5 ML (unidosis)|$568,384.59|0|0|0|0|0|0|0|07793236000052|TOBRAMICINA 300 MG / 5 ML |[['TOBRAMICINA', '300', 'MG / 5 ML']]
56959|EVEREX ARGENTINA S.A.|MIZARID|CAPSULA DURA| BLISTER por 21 UNIDADES |$910,548.18|0|0|0|0|0|0|0|07793236000656|LENALIDOMIDA 5 MG |[['LENALIDOMIDA', '5', 'MG']]
56959|EVEREX ARGENTINA S.A.|MIZARID|CAPSULA DURA| BLISTER por 21 UNIDADES |$951,666.50|0|0|0|0|0|0|0|07793236000137|LENALIDOMIDA 10 MG |[['LENALIDOMIDA', '10', 'MG']]
56959|EVEREX ARGENTINA S.A.|MIZARID|CAPSULA DURA| BLISTER por 21 UNIDADES |$968,413.52|0|0|0|0|0|0|0|07793236000144|LENALIDOMIDA 15 MG |[['LENALIDOMIDA', '15', 'MG']]
56959|EVEREX ARGENTINA S.A.|MIZARID|CAPSULA DURA| BLISTER por 21 UNIDADES |$1,007,091.54|0|0|0|0|0|0|0|07793236000151|LENALIDOMIDA 25 MG |[['LENALIDOMIDA', '25', 'MG']]
58614|EVEREX ARGENTINA S.A.|LIDOMID|CAPSULA DURA| BLISTER por 21 UNIDADES |$1,164,627.48|0|0|0|0|0|0|0|07793236000786|POMALIDOMIDA 4 MG |[['POMALIDOMIDA', '4', 'MG']]
58339|EVEREX ARGENTINA S.A.|JUXTAPID|CAPSULA DURA| FRASCO por 28 UNIDADES |$2,686,745.00|0|0|0|0|0|0|0|07793236000717|LOMITAPIDA 5 MG |[['LOMITAPIDA', '5', 'MG']]
58339|EVEREX ARGENTINA S.A.|JUXTAPID|CAPSULA DURA| FRASCO por 28 UNIDADES |$2,686,745.00|0|0|0|0|0|0|0|07793236000724|LOMITAPIDA 10 MG |[['LOMITAPIDA', '10', 'MG']]
58339|EVEREX ARGENTINA S.A.|JUXTAPID|CAPSULA DURA| FRASCO por 28 UNIDADES |$2,686,745.00|0|0|0|0|0|0|0|07793236000731|LOMITAPIDA 20 MG |[['LOMITAPIDA', '20', 'MG']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT-M 50 MG|COMPRIMIDO MASTICABLE| ENVASE por 1  |$44.68|0|0|0|0|0|0|0||SILDENAFIL 50 MG/COMPRIMIDO |[['SILDENAFIL', '50', 'MG/COMPRIMIDO']]
55213|FINADIET S.A.COM IND FIN E INMOB|KERAMIX |COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$65.28|0|0|0|0|0|0|0|07791171000359|KETOROLACO TROMETAMINA 10 MG |[['KETOROLACO TROMETAMINA', '10', 'MG']]
38641|FINADIET S.A.COM IND FIN E INMOB|CALMADOR|COMPRIMIDO| BLISTER por 6 UNIDADES |$73.62|0|0|0|0|0|0|0|07791171000281|TRAMADOL CLORHIDRATO 50 MG |[['TRAMADOL CLORHIDRATO', '50', 'MG']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT 100|COMPRIMIDO RECUBIERTO| BLISTER por 6 UNIDADES |$175.43|0|0|0|0|0|0|0|07791171002391|SILDENAFIL 100 MG |[['SILDENAFIL', '100', 'MG']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT 25|COMPRIMIDO RECUBIERTO| BLISTER por 2 UNIDADES |$176.59|0|0|0|0|0|0|0||SILDENAFIL 25 MG/COMPRIMIDO |[['SILDENAFIL', '25', 'MG/COMPRIMIDO']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT-M 50 MG|COMPRIMIDO MASTICABLE| ENVASE por 2  |$233.27|0|0|0|0|0|0|0||SILDENAFIL 50 MG/COMPRIMIDO |[['SILDENAFIL', '50', 'MG/COMPRIMIDO']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT 50|COMPRIMIDO RECUBIERTO| BLISTER por 2 UNIDADES |$240.16|0|0|0|0|0|0|0||SILDENAFIL 50 MG/COMPRIMIDO |[['SILDENAFIL', '50', 'MG/COMPRIMIDO']]
49291|FINADIET S.A.COM IND FIN E INMOB|LISTAFLEX|COMPRIMIDO| BLISTER por 10 UNIDADES |$256.56|0|0|0|0|0|0|0|07791171001936|CARISOPRODOL 350 MG |[['CARISOPRODOL', '350', 'MG']]
55480|FINADIET S.A.COM IND FIN E INMOB|MOLAGAR|SOLUCION INYECTABLE| AMPOLLA por 6 UNIDADES |$288.93|0|0|0|0|0|0|0|07791171000526|TIOCOLCHICOSIDO 4 MG / 2 ML |[['TIOCOLCHICOSIDO', '4', 'MG / 2 ML']]
55213|FINADIET S.A.COM IND FIN E INMOB|KERAMIX RAPID|COMPRIMIDO SUBLINGUAL| BLISTER por 10 UNIDADES |$297.74|0|0|0|0|0|0|0|07791171000465|KETOROLACO TROMETAMINA 10 MG |[['KETOROLACO TROMETAMINA', '10', 'MG']]
50619|FINADIET S.A.COM IND FIN E INMOB|INDUZEPAM|COMPRIMIDO| BLISTER por 30 UNIDADES |$302.71|0|0|0|0|0|0|0|07791171100943|CLONAZEPAM 0.25 MG |[['CLONAZEPAM', '0.25', 'MG']]
34950|FINADIET S.A.COM IND FIN E INMOB|REGULANE|COMPRIMIDO| BLISTER por 10 UNIDADES |$305.98|0|0|0|0|0|0|0|07791171000427|LOPERAMIDA 2 MG |[['LOPERAMIDA', '2', 'MG']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT 100|COMPRIMIDO RECUBIERTO| BLISTER por 2 UNIDADES |$340.46|0|0|0|0|0|0|0|07791171100363|SILDENAFIL 100 MG |[['SILDENAFIL', '100', 'MG']]
55213|FINADIET S.A.COM IND FIN E INMOB|KERAMIX |COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$362.49|0|0|0|0|0|0|0|07791171000434|KETOROLACO TROMETAMINA 20 MG |[['KETOROLACO TROMETAMINA', '20', 'MG']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT-M 50 MG|COMPRIMIDO MASTICABLE| ENVASE por 4  |$390.78|0|0|0|0|0|0|0||SILDENAFIL 50 MG/COMPRIMIDO |[['SILDENAFIL', '50', 'MG/COMPRIMIDO']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT 50|COMPRIMIDO RECUBIERTO| BLISTER por 4 UNIDADES |$390.79|0|0|0|0|0|0|0||SILDENAFIL 50 MG/COMPRIMIDO |[['SILDENAFIL', '50', 'MG/COMPRIMIDO']]
34950|FINADIET S.A.COM IND FIN E INMOB|REGULANE|SOLUCION ORAL|1 FRASCO por 60 ML |$392.34|0|0|0|0|0|0|0|07791171002315|LOPERAMIDA CLORHIDRATO 20 MG/100 ML |[['LOPERAMIDA CLORHIDRATO', '20', 'MG/100 ML']]
34950|FINADIET S.A.COM IND FIN E INMOB|REGULANE CB|CAPSULA BLANDA| BLISTER por 10 UNIDADES |$399.75|0|0|0|0|0|0|0|07791171001271|LOPERAMIDA CLORHIDRATO 2 MG |[['LOPERAMIDA CLORHIDRATO', '2', 'MG']]
38791|FINADIET S.A.COM IND FIN E INMOB|LETONDAL|COMPRIMIDO| BLISTER por 10 UNIDADES |$416.59|0|0|0|0|0|0|0|07791171001530|PARACETAMOL 500 MG + AMBROXOL CLORHIDRATO 30 MG + OXATOMIDA 30 MG |[['PARACETAMOL', '500', 'MG'], ['AMBROXOL CLORHIDRATO', '30', 'MG'], ['OXATOMIDA', '30', 'MG']]
50619|FINADIET S.A.COM IND FIN E INMOB|INDUZEPAM|COMPRIMIDO| BLISTER por 30 UNIDADES |$429.60|0|0|0|0|0|0|0|07791171100967|CLONAZEPAM 0.5 MG |[['CLONAZEPAM', '0.5', 'MG']]
56505|FINADIET S.A.COM IND FIN E INMOB|PERLAVITA|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$458.95|0|0|0|0|0|0|0|07791171000502|ACIDO HIALURONICO 120 MG |[['ACIDO HIALURONICO', '120', 'MG']]
33588|FINADIET S.A.COM IND FIN E INMOB|TENCILAN|COMPRIMIDO| BLISTER por 50 UNIDADES |$511.57|0|0|0|0|0|0|0|07791171000342|CLORAZEPATO DIPOTASICO 5 MG |[['CLORAZEPATO DIPOTASICO', '5', 'MG']]
53304|FINADIET S.A.COM IND FIN E INMOB|LISTAFLEX FORTE|COMPRIMIDO| BLISTER por 10 UNIDADES |$529.31|0|0|0|0|0|0|0|07791171101506|CARISOPRODOL 200 MG + PARACETAMOL 500 MG |[['CARISOPRODOL', '200', 'MG'], ['PARACETAMOL', '500', 'MG']]
50619|FINADIET S.A.COM IND FIN E INMOB|INDUZEPAM|COMPRIMIDO| BLISTER por 30 UNIDADES |$547.32|0|0|0|0|0|0|0|07791171100998|CLONAZEPAM 2 MG |[['CLONAZEPAM', '2', 'MG']]
34950|FINADIET S.A.COM IND FIN E INMOB|REGULANE|COMPRIMIDO| BLISTER por 20 UNIDADES |$548.79|0|0|0|0|0|0|0|07791171101476|LOPERAMIDA 2 MG |[['LOPERAMIDA', '2', 'MG']]
47431|FINADIET S.A.COM IND FIN E INMOB|HIPERTENSAL|COMPRIMIDO| BLISTER por 30 UNIDADES |$552.83|0|0|0|0|0|0|0|07791171101124|AMLODIPINA BESILATO 5 MG |[['AMLODIPINA BESILATO', '5', 'MG']]
38641|FINADIET S.A.COM IND FIN E INMOB|CALMADOR|INYECTABLE PARA PERFUSION|3 AMPOLLA por 1 ML |$558.43|0|0|0|0|0|0|0|07791171001172|TRAMADOL CLORHIDRATO 50 MG/ML |[['TRAMADOL CLORHIDRATO', '50', 'MG/ML']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT 100|COMPRIMIDO RECUBIERTO| BLISTER por 4 UNIDADES |$567.83|0|0|0|0|0|0|0|07791171100332|SILDENAFIL 100 MG |[['SILDENAFIL', '100', 'MG']]
33588|FINADIET S.A.COM IND FIN E INMOB|TENCILAN|COMPRIMIDO| BLISTER por 50 UNIDADES |$583.23|0|0|0|0|0|0|0|07791171000366|CLORAZEPATO DIPOTASICO 10 MG |[['CLORAZEPATO DIPOTASICO', '10', 'MG']]
38776|FINADIET S.A.COM IND FIN E INMOB|SUPERMINOX 2 %|LOCION CAPILAR|1 FRASCO por 90 ML |$590.50|0|0|0|0|0|0|0|07791171101681|MINOXIDIL 2 G / 100 ML |[['MINOXIDIL', '2', 'G / 100 ML']]
34950|FINADIET S.A.COM IND FIN E INMOB|REGULANE CB|CAPSULA BLANDA| BLISTER por 20 UNIDADES |$625.93|0|0|0|0|0|0|0|07791171001288|LOPERAMIDA CLORHIDRATO 2 MG |[['LOPERAMIDA CLORHIDRATO', '2', 'MG']]
34950|FINADIET S.A.COM IND FIN E INMOB|REGULANE|COMPRIMIDO| BLISTER por 30 UNIDADES |$626.92|0|0|0|0|0|0|0|07791171102084|LOPERAMIDA 2 MG |[['LOPERAMIDA', '2', 'MG']]
55213|FINADIET S.A.COM IND FIN E INMOB|KERAMIX |COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$644.37|0|0|0|0|0|0|0|07791171000458|KETOROLACO TROMETAMINA 20 MG |[['KETOROLACO TROMETAMINA', '20', 'MG']]
50619|FINADIET S.A.COM IND FIN E INMOB|INDUZEPAM|COMPRIMIDO| BLISTER por 50 UNIDADES |$651.65|0|0|0|0|0|0|0|07791171100974|CLONAZEPAM 0.5 MG |[['CLONAZEPAM', '0.5', 'MG']]
58088|FINADIET S.A.COM IND FIN E INMOB|VAGRAN 120|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$653.16|0|0|0|0|0|0|0|07791171001295|FEXOFENADINA CLORHIDRATO 120 MG |[['FEXOFENADINA CLORHIDRATO', '120', 'MG']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT 25|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$709.27|0|0|0|0|0|0|0||SILDENAFIL 25 MG/COMPRIMIDO |[['SILDENAFIL', '25', 'MG/COMPRIMIDO']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT-M 50 MG|COMPRIMIDO MASTICABLE| ENVASE por 30  |$710.92|0|0|0|0|0|0|0||SILDENAFIL 50 MG/COMPRIMIDO |[['SILDENAFIL', '50', 'MG/COMPRIMIDO']]
33709|FINADIET S.A.COM IND FIN E INMOB|NATROPAS 75 MG|COMPRIMIDO| BLISTER por 100 UNIDADES |$768.52|0|0|0|0| (uso exclusivamente hospitalario)|0|0|07791171000212|CINARIZINA 75 MG |[['CINARIZINA', '75', 'MG']]
56296|FINADIET S.A.COM IND FIN E INMOB|SELKET|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$769.41|0|0|0|0|0|0|0|07791171001332|CIPROFLOXACINO 500 MG |[['CIPROFLOXACINO', '500', 'MG']]
50984|FINADIET S.A.COM IND FIN E INMOB|CALMADOR PLUS|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$778.05|0|0|0|0|0|0|0|07791171101278|PARACETAMOL 325 MG + TRAMADOL CLORHIDRATO 37.5 MG |[['PARACETAMOL', '325', 'MG'], ['TRAMADOL CLORHIDRATO', '37.5', 'MG']]
50619|FINADIET S.A.COM IND FIN E INMOB|INDUZEPAM|COMPRIMIDO| BLISTER por 50 UNIDADES |$784.84|0|0|0|0|0|0|0|07791171101001|CLONAZEPAM 2 MG |[['CLONAZEPAM', '2', 'MG']]
38776|FINADIET S.A.COM IND FIN E INMOB|SUPERMINOX 5 %|SOLUCION TOPICA|1 FRASCO por 90 ML |$786.49|0|0|0|0|0|0|0|07791171101698|MINOXIDIL 5 G / 100 ML |[['MINOXIDIL', '5', 'G / 100 ML']]
44376|FINADIET S.A.COM IND FIN E INMOB|FOSFOMIK|COMPRIMIDO| BLISTER por 20 UNIDADES |$826.40|0|0|0|0|0|0|0|07791171002063|TERAZOSINA (COMO CLORHIDRATO) 5 MG |[['TERAZOSINA (COMO CLORHIDRATO)', '5', 'MG']]
38641|FINADIET S.A.COM IND FIN E INMOB|CALMADOR|SOLUCION ORAL (GOTAS)| FRASCO por 10 ML |$840.04|0|0|0|0|0|0|0|07791171100493|TRAMADOL CLORHIDRATO 5 G / 100 ML |[['TRAMADOL CLORHIDRATO', '5', 'G / 100 ML']]
54197|FINADIET S.A.COM IND FIN E INMOB|MESOTEROL|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$849.66|0|0|0|0|0|0|0|07791171000243|ROSUVASTATINA CALCICA 5 MG |[['ROSUVASTATINA CALCICA', '5', 'MG']]
58024|FINADIET S.A.COM IND FIN E INMOB|COX-QUIN 120|COMPRIMIDO RECUBIERTO| BLISTER por 7 UNIDADES |$851.14|0|0|0|0|0|0|0|07791171001431|ETORICOXIB 120 MG |[['ETORICOXIB', '120', 'MG']]
49291|FINADIET S.A.COM IND FIN E INMOB|LISTAFLEX|COMPRIMIDO| BLISTER por 20 UNIDADES |$911.84|0|0|0|0|0|0|0|07791171002025|CARISOPRODOL 350 MG |[['CARISOPRODOL', '350', 'MG']]
47431|FINADIET S.A.COM IND FIN E INMOB|HIPERTENSAL|COMPRIMIDO| BLISTER por 30 UNIDADES |$942.12|0|0|0|0|0|0|0|07791171101131|AMLODIPINA BESILATO 10 MG |[['AMLODIPINA BESILATO', '10', 'MG']]
47122|FINADIET S.A.COM IND FIN E INMOB|BIFORT 50|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$952.86|0|0|0|0|0|0|0||SILDENAFIL 50 MG/COMPRIMIDO |[['SILDENAFIL', '50', 'MG/COMPRIMIDO']]
44376|FINADIET S.A.COM IND FIN E INMOB|FOSFOMIK|COMPRIMIDO| BLISTER por 30 UNIDADES |$968.44|0|0|0|0|0|0|0|07791171100912|TERAZOSINA (COMO CLORHIDRATO) 2 MG |[['TERAZOSINA (COMO CLORHIDRATO)', '2', 'MG']]
38641|FINADIET S.A.COM IND FIN E INMOB|CALMADOR RETARD 100|COMPRIMIDO RECUBIERTO DE LIBERACIÓN PROLONGADA| BLISTER por 10 UNIDADES |$987.47|0|0|0|0|0|0|0|07791171000755|TRAMADOL CLORHIDRATO 100 MG |[['TRAMADOL CLORHIDRATO', '100', 'MG']]
57804|FINADIET S.A.COM IND FIN E INMOB|TADAL|COMPRIMIDO RECUBIERTO| BLISTER por 2 UNIDADES |$1,001.11|0|0|0|0|0|0|0|07791171001165|TADALAFILO 20 MG |[['TADALAFILO', '20', 'MG']]
56296|FINADIET S.A.COM IND FIN E INMOB|SELKET|COMPRIMIDO RECUBIERTO| BLISTER por 14 UNIDADES |$1,034.02|0|0|0|0|0|0|0|07791171001349|CIPROFLOXACINO 500 MG |[['CIPROFLOXACINO', '500', 'MG']]
